ArtificialStar0091 2.732644 4.408085
ArtificialStar0092 7.934569 2.297962
ArtificialStar0093 5.609223 3.222792
ArtificialStar0094 8.102903 6.215388
ArtificialStar0095 4.739518 6.509159
ArtificialStar0096 6.746712 8.356988
ArtificialStar0097 0.868314 9.022385
ArtificialStar0098 5.355386 5.579052
ArtificialStar0099 2.498165 1.023178
ArtificialStar0100 7.143591 3.396696
ArtificialStar0101 6.257905 8.287594
ArtificialStar0102 4.125037 1.006228
ArtificialStar0103 1.367289 4.848548
ArtificialStar0104 6.037969 5.118128
ArtificialStar0105 3.675614 6.324926
ArtificialStar0106 8.616777 9.132007
ArtificialStar0107 0.283002 0.910555
ArtificialStar0108 1.303625 2.425320
ArtificialStar0109 5.926447 9.910298
ArtificialStar0110 8.255681 9.863523
ArtificialStar0111 9.880309 1.970522
ArtificialStar0112 7.521994 6.524555
ArtificialStar0113 2.922573 4.770564
ArtificialStar0114 7.820144 5.007226
ArtificialStar0115 6.317041 9.574650
ArtificialStar0116 9.986446 7.269916
ArtificialStar0117 1.989164 7.266242
ArtificialStar0118 0.881258 9.615356
ArtificialStar0119 8.061983 5.078402
ArtificialStar0120 1.122806 8.220879
ArtificialStar0121 4.933769 5.522464
ArtificialStar0122 7.587901 4.267430
ArtificialStar0123 8.254814 1.742373
ArtificialStar0124 3.440458 0.465686
ArtificialStar0125 0.844353 4.754680
ArtificialStar0126 3.394170 5.053647
ArtificialStar0127 1.597536 6.041956
ArtificialStar0128 3.012320 2.889154
ArtificialStar0129 4.472313 2.501092
ArtificialStar0130 6.666219 1.856204
ArtificialStar0131 2.816498 5.966763
ArtificialStar0132 4.837761 9.734930
ArtificialStar0133 8.347675 3.951129
ArtificialStar0134 8.016531 6.754970
ArtificialStar0135 9.691819 8.200806
ArtificialStar0136 1.823903 0.415965
ArtificialStar0137 2.634870 8.826239
ArtificialStar0138 3.821359 0.908757
ArtificialStar0139 4.395537 7.528300
ArtificialStar0140 8.530953 3.313475
ArtificialStar0141 0.666418 3.636511
ArtificialStar0142 4.435688 4.987376
ArtificialStar0143 4.741937 4.214783
ArtificialStar0144 6.623772 7.771481
ArtificialStar0145 8.478478 0.306938
ArtificialStar0146 6.221273 6.096465
ArtificialStar0147 2.731591 7.312281
ArtificialStar0148 4.086253 2.602099
ArtificialStar0149 7.725930 2.567842
ArtificialStar0150 7.215867 7.417134
ArtificialStar0151 2.656131 7.982359
ArtificialStar0152 5.572426 8.318338
ArtificialStar0153 8.648156 5.124501
ArtificialStar0154 9.592606 2.038439
ArtificialStar0155 1.772052 8.229798
ArtificialStar0156 5.943888 6.931772
ArtificialStar0157 6.289032 6.045745
ArtificialStar0158 5.867949 2.225403
ArtificialStar0159 7.870996 8.826438
ArtificialStar0160 6.134201 2.206930
ArtificialStar0161 9.715957 1.411969
ArtificialStar0162 7.593387 4.176759
ArtificialStar0163 4.890231 4.698281
ArtificialStar0164 2.790719 3.173428
ArtificialStar0165 9.767298 0.721372
ArtificialStar0166 9.347506 8.339529
ArtificialStar0167 2.596055 3.104018
ArtificialStar0168 8.342273 7.520999
ArtificialStar0169 7.476046 2.205584
ArtificialStar0170 5.848351 7.966527
ArtificialStar0171 7.974692 7.601777
ArtificialStar0172 2.650067 7.200988
ArtificialStar0173 4.550674 2.264373
ArtificialStar0174 3.133260 5.208115
ArtificialStar0175 8.552591 0.546195
ArtificialStar0176 1.386545 1.793588
ArtificialStar0177 9.154745 6.197008
ArtificialStar0178 3.192261 0.836590
ArtificialStar0179 2.103145 4.328590
ArtificialStar0180 3.568485 1.080294
ArtificialStar0181 4.995044 8.650366
ArtificialStar0182 9.525372 1.311448
ArtificialStar0183 5.243073 1.171503
ArtificialStar0184 5.402424 9.110244
ArtificialStar0185 2.426543 2.932182
ArtificialStar0186 7.702745 7.396480
ArtificialStar0187 0.747639 1.882102
ArtificialStar0188 5.545230 2.256718
ArtificialStar0189 5.161990 8.936989
ArtificialStar0190 5.238087 3.833429
ArtificialStar0191 5.705798 8.611182
ArtificialStar0192 0.150834 5.347331
ArtificialStar0193 8.020063 0.480362
ArtificialStar0194 7.258120 3.319432
ArtificialStar0195 4.760991 1.581747
ArtificialStar0196 0.467724 2.556384
ArtificialStar0197 1.676798 9.068298
ArtificialStar0198 7.088166 9.840087
ArtificialStar0199 7.066104 4.862383
ArtificialStar0200 8.682793 8.972107
ArtificialStar0201 0.629536 5.425270
ArtificialStar0202 1.557114 2.529944
ArtificialStar0203 3.843901 3.318570
ArtificialStar0204 5.992477 8.953062
ArtificialStar0205 3.497379 1.092994
ArtificialStar0206 4.663227 0.122130
ArtificialStar0207 5.296788 0.671091
ArtificialStar0208 3.856434 1.967375
ArtificialStar0209 4.612583 8.378427
ArtificialStar0210 1.669011 5.263059
ArtificialStar0211 8.716036 8.117829
ArtificialStar0212 4.827483 4.484635
ArtificialStar0213 2.994109 1.462283
ArtificialStar0214 0.512659 5.383222
ArtificialStar0215 2.049259 1.974320
ArtificialStar0216 0.975308 4.682436
ArtificialStar0217 0.640870 5.286971
ArtificialStar0218 7.267820 2.936127
ArtificialStar0219 6.001883 8.014117
ArtificialStar0220 5.475190 3.092123
ArtificialStar0221 9.185530 2.650118
ArtificialStar0222 5.695545 7.071689
ArtificialStar0223 4.744995 9.176860
ArtificialStar0224 8.937062 7.668788
ArtificialStar0225 5.219940 2.230686
ArtificialStar0226 3.486451 5.255775
ArtificialStar0227 3.847741 9.283266
ArtificialStar0228 9.586576 0.185916
ArtificialStar0229 4.592586 4.066514
ArtificialStar0230 1.363640 9.282293
ArtificialStar0231 9.351644 2.083778
ArtificialStar0232 5.347277 9.396750
ArtificialStar0233 3.117289 0.201261
ArtificialStar0234 5.827483 7.075971
ArtificialStar0235 3.420647 8.433676
ArtificialStar0236 1.281125 8.767944
ArtificialStar0237 3.425897 5.508966
ArtificialStar0238 6.168079 1.966110
ArtificialStar0239 4.987920 6.638383
ArtificialStar0240 6.866643 3.539686
ArtificialStar0241 9.596437 2.648289
ArtificialStar0242 5.221996 4.746140
ArtificialStar0243 4.856198 7.519344
ArtificialStar0244 3.035401 6.789620
ArtificialStar0245 5.315507 3.569201
ArtificialStar0246 6.861478 4.143440
ArtificialStar0247 4.616021 9.756900
ArtificialStar0248 7.631444 2.777967
ArtificialStar0249 8.796601 4.795046
ArtificialStar0250 0.640139 4.684142
ArtificialStar0251 4.893878 7.753124
ArtificialStar0252 3.966329 8.320296
ArtificialStar0253 5.511690 4.193365
ArtificialStar0254 4.386084 0.543750
ArtificialStar0255 5.854571 4.894112
ArtificialStar0256 1.720338 3.757202
ArtificialStar0257 7.471512 7.909948
ArtificialStar0258 4.953192 2.936743
ArtificialStar0259 3.664077 8.165734
ArtificialStar0260 7.568148 3.077557
ArtificialStar0261 8.735546 5.826232
ArtificialStar0262 2.542086 4.271193
ArtificialStar0263 9.629982 1.559896
ArtificialStar0264 8.122398 6.293719
ArtificialStar0265 1.573864 6.670783
ArtificialStar0266 1.855970 2.851276
ArtificialStar0267 6.008381 6.825239
ArtificialStar0268 5.978323 3.827870
ArtificialStar0269 2.542161 7.259405
ArtificialStar0270 9.466991 7.727153
ArtificialStar0271 6.801022 2.774183
ArtificialStar0272 9.225434 5.262453
ArtificialStar0273 6.267174 2.494368
ArtificialStar0274 8.895447 4.202594
ArtificialStar0275 7.593104 1.709493
ArtificialStar0276 7.949644 0.359635
ArtificialStar0277 5.698571 5.944274
ArtificialStar0278 8.558333 9.065685
ArtificialStar0279 0.164491 5.148275
ArtificialStar0280 7.025626 9.917172
ArtificialStar0281 9.885098 7.413709
ArtificialStar0282 4.016604 5.366826
ArtificialStar0283 1.234820 9.685101
ArtificialStar0284 4.677559 4.549845
ArtificialStar0285 2.001812 1.665395
ArtificialStar0286 8.311665 8.500490
ArtificialStar0287 0.858524 5.409257
ArtificialStar0288 2.751757 5.646707
ArtificialStar0289 9.321371 0.550476
ArtificialStar0290 7.662727 7.059043
ArtificialStar0291 4.822603 6.171493
ArtificialStar0292 6.375527 0.876863
ArtificialStar0293 6.160439 3.132953
ArtificialStar0294 1.149391 3.211560
ArtificialStar0295 0.241390 8.786182
ArtificialStar0296 7.975459 2.018466
ArtificialStar0297 3.301373 3.568560
ArtificialStar0298 7.204624 1.554809
ArtificialStar0299 8.711362 4.503734
ArtificialStar0300 4.360935 0.325885
ArtificialStar0301 8.609266 9.661422
ArtificialStar0302 1.671206 3.911895
ArtificialStar0303 2.807483 7.517874
ArtificialStar0304 2.159125 6.270902
ArtificialStar0305 9.591485 1.698463
ArtificialStar0306 1.227617 4.189471
ArtificialStar0307 6.041721 4.047737
ArtificialStar0308 2.876644 1.601707
ArtificialStar0309 4.856511 0.290597
ArtificialStar0310 0.748741 5.393860
ArtificialStar0311 0.967429 6.412225
ArtificialStar0312 4.665541 4.002394
ArtificialStar0313 3.264229 5.640091
ArtificialStar0314 9.517724 0.539704
ArtificialStar0315 8.751093 1.449585
ArtificialStar0316 3.912418 5.446800
ArtificialStar0317 9.568404 1.217196
ArtificialStar0318 2.183547 1.594185
ArtificialStar0319 3.537567 2.919960
ArtificialStar0320 3.719817 0.443467
ArtificialStar0321 6.264114 0.261426
ArtificialStar0322 0.113390 3.826547
ArtificialStar0323 3.995720 2.565113
ArtificialStar0324 7.219912 4.555536
ArtificialStar0325 6.957201 2.936072
ArtificialStar0326 3.083227 7.504294
ArtificialStar0327 2.654536 9.815908
ArtificialStar0328 4.870602 0.661309
ArtificialStar0329 3.679502 5.854045
ArtificialStar0330 1.933537 1.807140
ArtificialStar0331 7.269178 1.593714
ArtificialStar0332 4.911087 9.867845
ArtificialStar0333 9.710858 5.463825
ArtificialStar0334 1.235759 5.438213
ArtificialStar0335 9.171877 2.957712
ArtificialStar0336 8.600237 6.924873
ArtificialStar0337 0.198940 7.701666
ArtificialStar0338 1.101953 4.928342
ArtificialStar0339 4.908184 2.865952
ArtificialStar0340 1.728262 2.703392
ArtificialStar0341 1.825641 4.447560
ArtificialStar0342 0.856569 1.520817
ArtificialStar0343 0.405814 7.619278
ArtificialStar0344 1.411834 1.575396
ArtificialStar0345 0.432442 0.313203
ArtificialStar0346 3.690115 5.214463
ArtificialStar0347 5.311353 1.711340
ArtificialStar0348 5.704562 0.401328
ArtificialStar0349 7.573441 6.158050
ArtificialStar0350 5.372442 4.549903
ArtificialStar0351 9.661200 1.940452
ArtificialStar0352 5.461878 8.327095
ArtificialStar0353 1.086814 6.184353
ArtificialStar0354 1.002674 1.886241
ArtificialStar0355 8.238434 7.925706
ArtificialStar0356 4.347257 4.195305
ArtificialStar0357 1.127250 1.390988
ArtificialStar0358 2.836613 7.133586
ArtificialStar0359 5.928742 1.700411
ArtificialStar0360 3.202376 2.666246
ArtificialStar0361 3.965861 4.476811
ArtificialStar0362 8.404621 9.699034
ArtificialStar0363 5.701555 2.818912
ArtificialStar0364 2.476043 2.671534
ArtificialStar0365 1.025206 4.762850
ArtificialStar0366 1.661228 9.430081
ArtificialStar0367 4.212425 8.321713
ArtificialStar0368 8.061876 7.918894
ArtificialStar0369 9.405746 8.888235
ArtificialStar0370 6.430223 9.419529
ArtificialStar0371 4.961218 1.313902
ArtificialStar0372 0.736600 3.682637
ArtificialStar0373 9.129094 7.295917
ArtificialStar0374 2.891702 8.357071
ArtificialStar0375 6.949317 4.823091
ArtificialStar0376 7.245426 9.127134
ArtificialStar0377 9.135912 8.091946
ArtificialStar0378 5.782692 2.658418
ArtificialStar0379 6.945511 4.934809
ArtificialStar0380 1.157001 4.336568
ArtificialStar0381 9.917734 7.677898
ArtificialStar0382 6.251671 2.521128
ArtificialStar0383 8.064130 6.008220
ArtificialStar0384 5.034401 2.709669
ArtificialStar0385 4.724217 6.236851
ArtificialStar0386 9.666301 9.058399
ArtificialStar0387 1.014467 1.876721
ArtificialStar0388 6.774094 2.597985
ArtificialStar0389 3.213249 6.677771
ArtificialStar0390 8.391130 0.859019
ArtificialStar0391 8.734585 3.661233
ArtificialStar0392 7.029637 3.778676
ArtificialStar0393 4.858594 7.971772
ArtificialStar0394 7.237639 1.232017
ArtificialStar0395 3.435305 3.226350
ArtificialStar0396 2.288499 5.556711
ArtificialStar0397 8.711119 5.362403
ArtificialStar0398 5.028161 8.934488
ArtificialStar0399 0.871802 2.604434
ArtificialStar0400 9.835192 8.394578
ArtificialStar0401 5.081980 8.327383
ArtificialStar0402 1.364106 1.674783
ArtificialStar0403 2.324450 1.726749
ArtificialStar0404 5.955274 6.840682
ArtificialStar0405 1.910745 4.362637
ArtificialStar0406 6.409013 1.014192
ArtificialStar0407 5.119832 9.481667
ArtificialStar0408 0.201920 7.820525
ArtificialStar0409 7.158080 4.520358
ArtificialStar0410 9.529631 0.915398
ArtificialStar0411 8.174591 6.943655
ArtificialStar0412 9.623023 2.699750
ArtificialStar0413 5.726609 2.830226
ArtificialStar0414 4.602105 2.777616
ArtificialStar0415 9.360159 8.535040
ArtificialStar0416 0.657746 2.755604
ArtificialStar0417 5.923236 2.775485
ArtificialStar0418 1.189024 2.954240
ArtificialStar0419 8.234858 7.802810
ArtificialStar0420 1.098609 4.434751
ArtificialStar0421 8.406787 1.272174
ArtificialStar0422 7.860235 9.195655
ArtificialStar0423 2.335027 5.058972
ArtificialStar0424 7.474133 3.483524
ArtificialStar0425 5.731108 8.594373
ArtificialStar0426 5.161069 5.756785
ArtificialStar0427 9.190303 7.822208
ArtificialStar0428 6.544718 0.900551
ArtificialStar0429 9.557650 4.720564
ArtificialStar0430 1.399939 6.341222
ArtificialStar0431 8.266394 1.486621
ArtificialStar0432 9.713361 3.595874
ArtificialStar0433 0.194906 6.836441
ArtificialStar0434 4.242462 6.803014
ArtificialStar0435 2.591391 9.428997
ArtificialStar0436 7.177373 5.281930
ArtificialStar0437 7.809896 8.725422
ArtificialStar0438 4.407401 7.330008
ArtificialStar0439 1.837315 7.497993
ArtificialStar0440 6.717159 7.420018
ArtificialStar0441 0.628866 3.948017
ArtificialStar0442 1.057910 6.526997
ArtificialStar0443 5.354400 6.820498
ArtificialStar0444 2.134858 9.475903
ArtificialStar0445 5.719162 4.509360
ArtificialStar0446 2.084689 5.688429
ArtificialStar0447 5.745901 0.895382
ArtificialStar0448 7.567040 4.987169
ArtificialStar0449 8.856053 9.722090
ArtificialStar0450 6.967146 6.870126
ArtificialStar0451 2.930561 4.363353
ArtificialStar0452 6.535859 5.908021
ArtificialStar0453 6.788744 2.838390
ArtificialStar0454 7.232436 0.459612
ArtificialStar0455 0.410313 6.915709
ArtificialStar0456 1.676696 4.257808
ArtificialStar0457 6.643048 5.731905
ArtificialStar0458 2.028047 4.079894
ArtificialStar0459 0.315513 1.309600
ArtificialStar0460 8.034640 3.600330
ArtificialStar0461 1.759174 5.090474
ArtificialStar0462 0.663838 6.230387
ArtificialStar0463 3.979739 3.848988
ArtificialStar0464 7.871228 4.166335
ArtificialStar0465 6.923029 1.475995
ArtificialStar0466 4.052220 3.131553
ArtificialStar0467 5.572657 6.125084
ArtificialStar0468 6.532365 1.139603
ArtificialStar0469 3.913074 6.897922
ArtificialStar0470 4.968286 7.917736
ArtificialStar0471 9.601645 5.891152
ArtificialStar0472 8.769452 8.862858
ArtificialStar0473 2.260212 8.347819
ArtificialStar0474 8.554426 6.264559
ArtificialStar0475 0.368007 7.100677
ArtificialStar0476 7.828073 5.498672
ArtificialStar0477 2.639955 9.762860
ArtificialStar0478 2.794600 0.273172
ArtificialStar0479 9.943460 0.451647
ArtificialStar0480 9.360186 0.317083
ArtificialStar0481 9.295604 1.384271
ArtificialStar0482 8.150199 6.441210
ArtificialStar0483 9.082107 2.125599
ArtificialStar0484 5.519538 1.337571
ArtificialStar0485 1.419022 7.689970
ArtificialStar0486 9.046730 9.403633
ArtificialStar0487 7.243807 9.548334
ArtificialStar0488 3.390733 7.901211
ArtificialStar0489 6.356279 3.820320
ArtificialStar0490 7.876694 3.580675
ArtificialStar0491 5.985099 5.229927
ArtificialStar0492 1.056767 3.199062
ArtificialStar0493 5.394587 2.476232
ArtificialStar0494 3.947625 8.892710
ArtificialStar0495 6.082374 6.445652
ArtificialStar0496 9.278462 8.452764
ArtificialStar0497 6.429151 3.989365
ArtificialStar0498 2.884240 3.553568
ArtificialStar0499 9.157709 3.973973
ArtificialStar0500 3.030736 3.329922
ArtificialStar0501 9.149986 2.354051
ArtificialStar0502 9.027054 0.633784
ArtificialStar0503 5.408286 5.698361
ArtificialStar0504 3.117456 2.822766
ArtificialStar0505 5.193277 6.380990
ArtificialStar0506 2.443790 4.732896
ArtificialStar0507 7.868840 9.709833
ArtificialStar0508 1.134602 5.144281
ArtificialStar0509 2.857817 3.171371
ArtificialStar0510 9.193786 8.675757
ArtificialStar0511 4.825193 9.792099
ArtificialStar0512 6.431763 8.627891
ArtificialStar0513 2.583301 1.083438
ArtificialStar0514 1.299668 2.317280
ArtificialStar0515 0.885457 8.847618
ArtificialStar0516 7.309963 6.061460
ArtificialStar0517 5.015569 8.430464
ArtificialStar0518 9.734798 7.209324
ArtificialStar0519 9.073769 1.223139
ArtificialStar0520 0.188480 5.129492
ArtificialStar0521 6.452748 6.970280
ArtificialStar0522 8.911451 5.428440
ArtificialStar0523 1.392321 3.409878
ArtificialStar0524 7.389887 2.360169
ArtificialStar0525 2.504001 8.078759
ArtificialStar0526 3.027358 3.834846
ArtificialStar0527 5.664959 6.328801
ArtificialStar0528 3.922157 7.832095
ArtificialStar0529 1.285723 2.141389
ArtificialStar0530 3.202862 3.399693
ArtificialStar0531 3.154900 8.637562
ArtificialStar0532 6.231446 5.964763
ArtificialStar0533 1.278838 4.358622
ArtificialStar0534 6.837777 1.390177
ArtificialStar0535 4.132338 4.912884
ArtificialStar0536 2.063895 0.525693
ArtificialStar0537 1.202225 7.464993
ArtificialStar0538 0.591839 5.790972
ArtificialStar0539 0.175449 1.214987
ArtificialStar0540 7.473583 1.820617
ArtificialStar0541 8.630431 3.442309
ArtificialStar0542 8.080502 4.545956
ArtificialStar0543 4.607351 4.750171
ArtificialStar0544 6.360232 1.815357
ArtificialStar0545 6.748626 0.746176
ArtificialStar0546 3.188541 1.646795
ArtificialStar0547 3.086173 8.076546
ArtificialStar0548 2.831934 0.318141
ArtificialStar0549 1.979710 7.455587
ArtificialStar0550 3.931704 5.118706
ArtificialStar0551 8.457718 7.827821
ArtificialStar0552 1.687759 7.433280
ArtificialStar0553 7.303958 3.668706
ArtificialStar0554 5.026045 4.895812
ArtificialStar0555 8.354855 7.655017
ArtificialStar0556 0.235906 2.493972
ArtificialStar0557 9.683045 7.058929
ArtificialStar0558 4.740373 4.935975
ArtificialStar0559 3.477152 4.840251
ArtificialStar0560 8.170096 9.870711
ArtificialStar0561 9.123429 4.178432
ArtificialStar0562 2.594591 9.052095
ArtificialStar0563 5.369472 7.266514
ArtificialStar0564 1.133275 9.745489
ArtificialStar0565 5.447411 3.779239
ArtificialStar0566 0.618790 7.716216
ArtificialStar0567 9.867738 1.047481
ArtificialStar0568 7.058849 3.608888
ArtificialStar0569 4.179727 3.442535
ArtificialStar0570 5.407502 3.432436
ArtificialStar0571 5.390041 2.407924
ArtificialStar0572 8.734477 5.621016
ArtificialStar0573 6.234843 3.587005
ArtificialStar0574 8.118676 8.297666
ArtificialStar0575 6.194361 7.126761
ArtificialStar0576 4.053035 9.908258
ArtificialStar0577 5.979198 2.664959
ArtificialStar0578 1.792426 8.704966
ArtificialStar0579 8.212007 7.823716
ArtificialStar0580 1.579846 7.874454
ArtificialStar0581 2.592088 3.820538
ArtificialStar0582 9.752302 7.574129
ArtificialStar0583 9.353760 5.554897
ArtificialStar0584 5.602390 1.566384
ArtificialStar0585 7.139407 2.457860
ArtificialStar0586 2.558851 4.471797
ArtificialStar0587 9.645066 9.165423
ArtificialStar0588 8.546520 7.838276
ArtificialStar0589 0.117947 9.097043
ArtificialStar0590 1.566242 1.288907
ArtificialStar0591 4.597397 9.162983
ArtificialStar0592 6.489972 8.461445
ArtificialStar0593 2.360807 6.245958
ArtificialStar0594 2.749526 5.238646
ArtificialStar0595 2.718549 3.230769
ArtificialStar0596 8.966176 0.698783
ArtificialStar0597 2.022983 0.605896
ArtificialStar0598 7.861070 5.267779
ArtificialStar0599 4.982399 5.315710
ArtificialStar0600 1.904693 4.269399
ArtificialStar0601 2.235413 2.749267
ArtificialStar0602 5.597454 9.500832
ArtificialStar0603 7.070566 0.837459
ArtificialStar0604 5.835004 8.271042
ArtificialStar0605 0.661958 7.913650
ArtificialStar0606 4.753528 5.137432
ArtificialStar0607 9.338403 7.788666
ArtificialStar0608 8.894338 6.512869
ArtificialStar0609 5.332822 1.487878
ArtificialStar0610 0.905775 9.708156
ArtificialStar0611 9.108728 3.646836
ArtificialStar0612 3.888946 7.339615
ArtificialStar0613 2.215190 6.118555
ArtificialStar0614 8.235794 7.009678
ArtificialStar0615 5.413625 2.486398
ArtificialStar0616 9.689574 8.749599
ArtificialStar0617 5.351767 6.709099
ArtificialStar0618 4.099505 1.751479
ArtificialStar0619 5.437230 9.979503
ArtificialStar0620 5.438702 7.399592
ArtificialStar0621 2.037330 6.164509
ArtificialStar0622 6.220138 3.187819
ArtificialStar0623 2.574173 3.811360
ArtificialStar0624 5.364013 0.459111
ArtificialStar0625 8.935293 8.999510
ArtificialStar0626 9.965325 8.089783
ArtificialStar0627 9.926848 3.986074
ArtificialStar0628 3.893211 5.615110
ArtificialStar0629 1.041555 6.157720
ArtificialStar0630 5.430075 8.865323
ArtificialStar0631 7.990500 8.108271
ArtificialStar0632 1.783125 0.341038
ArtificialStar0633 4.902204 2.040111
ArtificialStar0634 1.139395 6.349501
ArtificialStar0635 0.266609 5.663077
ArtificialStar0636 8.183935 0.173081
ArtificialStar0637 3.736657 3.457712
ArtificialStar0638 2.190578 0.735603
ArtificialStar0639 5.692182 6.390480
ArtificialStar0640 2.179511 0.872870
ArtificialStar0641 9.131480 1.374815
ArtificialStar0642 1.877767 2.824845
ArtificialStar0643 3.427044 4.275574
ArtificialStar0644 1.765245 8.101898
ArtificialStar0645 9.644210 6.603070
ArtificialStar0646 6.264397 6.417802
ArtificialStar0647 3.900204 1.644626
ArtificialStar0648 4.633436 9.629843
ArtificialStar0649 8.436024 0.607554
ArtificialStar0650 2.653903 4.654283
ArtificialStar0651 6.441439 9.960012
ArtificialStar0652 5.855592 7.940506
ArtificialStar0653 7.210193 7.342919
ArtificialStar0654 3.313910 0.904077
ArtificialStar0655 2.776532 6.065852
ArtificialStar0656 6.508182 1.862403
ArtificialStar0657 6.357661 7.357365
ArtificialStar0658 5.168472 2.985785
ArtificialStar0659 4.942742 7.302586
ArtificialStar0660 4.887969 3.966444
ArtificialStar0661 0.151432 1.477646
ArtificialStar0662 7.347708 7.639249
ArtificialStar0663 3.759253 5.664580
ArtificialStar0664 9.991324 4.137653
ArtificialStar0665 9.933561 7.851647
ArtificialStar0666 6.771157 0.195352
ArtificialStar0667 8.303287 1.969433
ArtificialStar0668 6.811576 3.499469
ArtificialStar0669 0.201943 1.030110
ArtificialStar0670 7.777681 7.435857
ArtificialStar0671 2.217699 4.070452
ArtificialStar0672 9.738784 0.204767
ArtificialStar0673 9.413823 8.258843
ArtificialStar0674 4.929364 2.750024
ArtificialStar0675 0.185645 1.056266
ArtificialStar0676 2.163710 7.542835
ArtificialStar0677 5.508248 7.517831
ArtificialStar0678 4.236232 7.823078
ArtificialStar0679 7.105784 6.237929
ArtificialStar0680 9.549059 6.132182
ArtificialStar0681 3.486838 6.004783
ArtificialStar0682 9.408454 9.130648
ArtificialStar0683 6.696910 4.708360
ArtificialStar0684 6.776629 2.956211
ArtificialStar0685 6.973251 3.664078
ArtificialStar0686 4.727137 7.189431
ArtificialStar0687 1.667868 6.984336
ArtificialStar0688 5.399927 3.902009
ArtificialStar0689 4.947682 6.308361
ArtificialStar0690 0.405372 1.487607
ArtificialStar0691 1.968585 4.475419
ArtificialStar0692 1.109930 5.837555
ArtificialStar0693 5.500892 6.702746
ArtificialStar0694 8.240282 5.137922
ArtificialStar0695 2.948639 5.582681
ArtificialStar0696 8.033557 7.266265
ArtificialStar0697 5.141750 2.869948
ArtificialStar0698 1.605494 0.927270
ArtificialStar0699 9.132319 6.024641
ArtificialStar0700 0.280330 7.502423
